Date,Open,High,Low,Close,SMA_14,EMA_14,RSI_14,ATR_14,STOCH_K,STOCH_D,High_pct_change,Low_pct_change,Close_pct_change,INDEX_FUTURES_Buy_Amount in Crore,INDEX_FUTURES_Buy_No. of Contracts,INDEX_FUTURES_OI_Amount in Crore,INDEX_FUTURES_OI_No. of Contracts,INDEX_FUTURES_Sell_Amount in crore,INDEX_FUTURES_Sell_No. of Contracts,INDEX_OPTIONS_Buy_Amount in Crore,INDEX_OPTIONS_Buy_No. of Contracts,INDEX_OPTIONS_OI_Amount in Crore,INDEX_OPTIONS_OI_No. of Contracts,INDEX_OPTIONS_Sell_Amount in crore,INDEX_OPTIONS_Sell_No. of Contracts,INTEREST_RATE_FUTURES_Buy_Amount in Crore,INTEREST_RATE_FUTURES_Buy_No. of Contracts,INTEREST_RATE_FUTURES_OI_Amount in Crore,INTEREST_RATE_FUTURES_OI_No. of Contracts,INTEREST_RATE_FUTURES_Sell_Amount in crore,INTEREST_RATE_FUTURES_Sell_No. of Contracts,STOCK_FUTURES_Buy_Amount in Crore,STOCK_FUTURES_Buy_No. of Contracts,STOCK_FUTURES_OI_Amount in Crore,STOCK_FUTURES_OI_No. of Contracts,STOCK_FUTURES_Sell_Amount in crore,STOCK_FUTURES_Sell_No. of Contracts,STOCK_OPTIONS_Buy_Amount in Crore,STOCK_OPTIONS_Buy_No. of Contracts,STOCK_OPTIONS_OI_Amount in Crore,STOCK_OPTIONS_OI_No. of Contracts,STOCK_OPTIONS_Sell_Amount in crore,STOCK_OPTIONS_Sell_No. of Contracts,P/E,P/B,Div Yield%,SPX_Close,SPX_High,SPX_Low,SPX_Open,SPX_Volume,VIX_Open,VIX_High,VIX_Low,VIX_Close,expiry,put_ratio,call_ratio,days_to_expiry
2023-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4167.870117,4186.919922,4164.120117,4166.790039,3321370000.0,,,,,,,,
2023-05-02,18124.8,18180.25,18101.75,18147.65,17789.350000000002,17785.17696863545,73.34421919811287,152.2780556356529,94.79482676033872,95.47414553757858,0.3059344103107385,-0.1271738170903914,0.1260703566384301,3781.76,39366.0,12146.46,126460.0,3598.08,37582.0,863741.4,9020184.0,241213.14,2551509.0,864836.03,9026395.0,0.0,0.0,9.46,470.0,0.0,0.0,13180.45,194805.0,150182.32,2203293.0,12969.87,183219.0,13209.25,185189.0,6708.03,97405.0,13054.21,182779.0,20.92,4.25,1.38,4119.580078,4164.100098,4089.719971,4164.100098,4486130000.0,10.95,12.06,10.95,11.9,2023-05-04,-0.0013682909604519,0.0041490112994351,2.0
2023-05-03,18113.8,18116.35,18042.4,18089.85,17815.60357142857,17825.800039484056,69.52531400443203,148.91890880453482,85.56602267284025,91.94950586487124,0.0140776645430515,-0.3941746072055439,-0.1322196336494867,4851.2,50643.0,14359.61,150118.0,2868.32,28927.0,1217879.67,13028646.0,249547.85,2565723.0,1233821.76,13237147.0,0.0,0.0,9.46,470.0,0.0,0.0,12539.03,178327.0,151299.17,2202657.0,11127.98,159313.0,12767.43,176288.0,7775.3,112059.0,12832.78,176846.0,21.33,4.23,1.38,4090.75,4148.299805,4088.860107,4122.25,4246510000.0,11.9,12.25,11.13,11.84,2023-05-04,-0.0007618500811535,0.0047588026808289,1.0
2023-05-04,18081.0,18267.45,18066.7,18255.8,17847.275,17883.13336755285,73.75118965974826,152.6211296042109,98.36720392431654,92.90935111916517,1.0311929649908784,-0.0790885459874966,0.9667606880150394,3259.2,34460.0,14485.55,151781.0,4711.16,50417.0,1170006.65,11563085.0,269329.83,2781594.0,1161697.25,11475598.0,0.0,0.0,9.52,470.0,0.0,0.0,10267.62,144732.0,150802.7,2198708.0,11039.61,160325.0,12096.94,167538.0,8988.7,130592.0,12061.79,167389.0,21.85,4.27,1.37,4061.219971,4082.610107,4048.280029,4082.550049,4920090000.0,11.84,12.03,11.19,11.73,2023-05-04,0.001050826834799,0.0065814943863724,0.0
2023-05-05,18117.3,18216.95,18055.45,18069.0,17864.489285714288,17907.91558521247,63.13786048508041,156.03033463248144,72.18640504555,85.37321054756893,0.5500267699933293,-0.3413864096747228,-0.2665960159626394,3352.47,33987.0,14479.28,149648.0,2937.36,29606.0,2013231.99,19798873.0,162289.83,1713010.0,2013239.58,19811747.0,0.0,0.0,9.52,470.0,0.0,0.0,11152.68,152716.0,151688.91,2193898.0,10962.59,153670.0,12583.13,169734.0,10125.53,144544.0,12718.66,171594.0,21.62,4.23,1.38,4136.25,4147.02002,4084.72998,4084.72998,4186270000.0,11.73,12.38,11.53,12.3,2023-05-11,0.0045646978302507,0.0045646978302507,6.0
2023-05-08,18120.6,18286.95,18100.3,18264.4,17904.314285714285,17955.446840517474,68.28004378932667,160.45316787301854,96.92360163710788,89.15907020232481,0.9180159597364448,-0.1120271955674716,0.7935719567784892,4655.92,46469.0,15379.57,161909.0,5460.24,54146.0,1338921.13,13387862.0,289349.5,3107005.0,1318630.71,13195831.0,0.0,0.0,0.0,0.0,0.0,0.0,15156.45,209520.0,152443.29,2226432.0,17282.93,239476.0,20401.75,270187.0,11641.77,167206.0,20764.36,274589.0,21.77,4.28,1.37,4138.120117,4142.299805,4123.810059,4136.97998,3641640000.0,12.3,12.91,11.72,12.64,2023-05-11,0.0043817533635752,0.0043817533635752,3.0
2023-05-09,18303.4,18344.2,18229.65,18265.95,17947.585714285717,17996.84726178181,68.31779876421649,157.1743701678029,90.09807023093956,86.40269230453248,0.2229094048100313,-0.4029306030573554,-0.204606794366078,3439.16,35275.0,16412.16,171320.0,2132.17,21938.0,1341600.19,13390924.0,292948.25,3080064.0,1362692.49,13599077.0,0.0,0.0,9.5,470.0,0.0,0.0,14410.18,202360.0,154994.14,2240416.0,11526.41,161060.0,16930.94,223480.0,12685.3,179000.0,17147.19,226264.0,21.77,4.28,1.37,4119.169922,4130.350098,4116.649902,4124.25,3810140000.0,12.64,12.82,11.66,12.68,2023-05-11,-0.0056492236415093,-0.0001857578373417,2.0
2023-05-10,18313.6,18326.75,18211.95,18315.1,17997.325,18039.280960210905,69.55525666024428,154.14762944153122,96.31762100601048,94.44643095801932,0.0718045605451765,-0.555051983225569,0.0081906342827188,2355.61,23731.0,16879.38,177472.0,2871.44,28975.0,1595517.09,16733025.0,284239.1,2904725.0,1606090.09,16890269.0,0.0,0.0,9.5,470.0,0.0,0.0,11479.4,159713.0,156397.58,2266424.0,11419.12,159703.0,14755.58,197418.0,13787.61,195040.0,15001.47,201038.0,21.88,4.29,1.36,4137.640137,4154.279785,4098.919922,4143.740234,4057160000.0,12.68,13.3,11.54,13.08,2023-05-11,-0.0062030403634456,-0.0007426175082997,1.0
2023-05-11,18357.8,18389.7,18270.4,18297.0,18045.364285714284,18073.64349884945,68.49427207632073,151.65851305285037,88.90816631767865,91.77461918487624,0.1737680985739111,-0.4760919064375786,-0.3311943696957112,2342.46,23402.0,17434.54,182715.0,2021.5,19891.0,1708050.73,16681011.0,292021.67,3016329.0,1705438.9,16632369.0,0.0,0.0,9.51,470.0,0.0,0.0,9431.25,134178.0,158107.91,2288326.0,9307.76,131918.0,13567.77,181660.0,15146.89,214587.0,13364.97,179909.0,21.86,4.28,1.36,4130.620117,4132.799805,4109.290039,4132.240234,3752900000.0,13.08,13.74,12.82,13.22,2023-05-11,-0.0031485254224361,-0.0004248875137543,0.0
2023-05-12,18273.75,18342.75,18194.55,18314.8,18094.70357142857,18105.79769900286,68.9951533721251,151.41147640621824,90.36284096757574,91.86287609708828,0.3775908064847117,-0.4334085778781078,0.2246391682057556,2447.37,24746.0,18302.82,191531.0,3116.57,31562.0,2900740.01,28003213.0,186118.75,1988634.0,2904852.91,28031709.0,0.0,0.0,9.51,470.0,0.0,0.0,12619.0,182375.0,161649.3,2342334.0,11870.45,178197.0,15646.46,223038.0,16588.71,234706.0,15754.29,224767.0,21.82,4.29,1.28,4124.080078,4143.740234,4099.120117,4138.540039,3533740000.0,13.22,13.51,12.74,12.85,2023-05-18,-0.0040358437649633,0.0014364867638005,6.0
2023-05-15,18339.3,18458.9,18287.9,18398.85,18141.52142857143,18144.87133913581,71.31422559255276,152.81065666291695,91.96870402567836,90.41323710364424,0.652151390729211,-0.2802724204304298,0.3247125026582218,2480.76,24858.0,17793.11,186061.0,2726.19,28298.0,916603.54,9091551.0,267048.2,2785689.0,916858.54,9104440.0,0.0,0.0,9.53,470.0,0.0,0.0,12209.95,174457.0,160556.2,2333892.0,12205.18,177731.0,17620.07,242835.0,17473.5,248567.0,17607.33,243010.0,21.92,4.31,1.27,4136.279785,4141.25,4110.27002,4126.649902,3562170000.0,12.85,13.62,12.54,13.17,2023-05-18,-0.0021429389344195,-0.0021429389344195,3.0
2023-05-16,18432.35,18432.35,18264.35,18286.5,18178.467857142856,18163.75516058437,64.3820503640116,153.89560975842292,76.94262404707753,86.42472301344388,0.0,-0.9114410262391937,-0.791271867124911,3461.9,35792.0,18565.81,192850.0,2171.41,21745.0,840029.44,8363288.0,324732.49,3367751.0,838575.85,8333894.0,0.0,0.0,9.52,470.0,0.0,0.0,11707.95,168634.0,161514.16,2335017.0,11062.37,160119.0,17169.27,236248.0,17913.87,253896.0,17294.04,237843.0,21.59,4.28,1.48,4109.899902,4135.540039,4109.859863,4127.950195,3654200000.0,13.17,13.49,11.71,13.29,2023-05-18,-0.0071803107037354,-0.0017550664999307,2.0
2023-05-17,18300.45,18309.0,18115.35,18181.75,18204.76428571429,18166.15447250645,58.65700557806144,156.73520906139282,58.07110438729176,75.66081082001588,0.046720162618948,-1.011450538101534,-0.6486179301601913,2435.59,24314.0,19567.07,204100.0,2782.48,28250.0,1385727.57,14578049.0,311182.1,3171473.0,1403141.28,14774316.0,0.0,0.0,9.55,470.0,0.0,0.0,11658.87,162068.0,161161.99,2336736.0,11576.2,162357.0,17412.24,228839.0,18377.3,260285.0,17198.02,226404.0,21.47,4.26,1.49,4158.77002,4164.669922,4113.620117,4122.850098,4039080000.0,13.29,13.58,11.9,13.11,2023-05-18,-2.458955927320261e-05,0.0054397569458675,1.0
2023-05-18,18287.5,18297.2,18104.85,18129.95,18220.114285714288,18161.32720950559,56.004843363517416,159.27912269986493,42.65167364016745,59.22180069151225,0.0530416951469622,-0.9987696514012384,-0.8615174299384786,4897.69,51070.0,19731.66,206030.0,5427.34,57226.0,1446699.08,14073612.0,321473.61,3295632.0,1447588.63,14095673.0,0.0,0.0,9.55,470.0,0.0,0.0,12099.47,171721.0,160724.46,2340770.0,13855.52,199553.0,19784.59,271085.0,17997.81,256827.0,19302.68,263771.0,21.39,4.24,1.5,4198.049805,4202.200195,4153.5,4157.680176,3980500000.0,13.11,13.11,11.14,12.8,2023-05-18,-0.0047846889952153,0.0006835269993163,0.0
2023-05-19,18186.15,18218.1,18060.4,18203.4,18230.0,18166.936914904847,58.846268011448906,159.16632822130296,38.65546218487395,46.459413404111054,0.1756831434910472,-0.6914602595931519,0.0948524014153627,3008.96,30161.0,19900.21,208460.0,2352.49,23583.0,2862335.83,27558621.0,214672.79,2261682.0,2850595.78,27433215.0,0.0,0.0,9.55,470.0,0.0,0.0,14515.89,206065.0,162072.23,2372823.0,15656.34,222658.0,21874.54,286564.0,18831.81,267898.0,21702.7,283415.0,21.48,4.26,1.5,4191.97998,4212.910156,4180.200195,4204.149902,4041900000.0,12.8,12.82,11.69,12.3,2023-05-25,-0.004737121380831,0.0007615685562913,6.0
2023-05-22,18201.1,18335.25,18178.85,18314.4,18241.91071428572,18186.5986595842,62.76053602034852,158.96873334835286,65.3061224489796,48.87108609134032,0.7370433655108838,-0.1222453587969958,0.6224898495146058,2576.91,26068.0,20218.36,209980.0,3142.18,32054.0,1110320.66,11104843.0,248868.92,2576122.0,1115951.52,11159693.0,0.0,0.0,9.54,470.0,0.0,0.0,19276.97,283438.0,163526.31,2386031.0,17324.56,250894.0,22948.58,323057.0,18429.76,261501.0,22512.21,317016.0,21.36,4.29,1.49,4192.629883,4209.220215,4179.680176,4190.779785,3728520000.0,12.3,12.82,11.56,12.57,2023-05-25,-6.043590771975804e-05,0.0054337375213586,3.0
2023-05-23,18362.9,18419.75,18324.2,18348.0,18260.35,18208.11883830631,63.880449951194514,155.1388238234704,72.51208328169507,58.82455597184954,0.3095916222383095,-0.2107510251648744,-0.0811418675699451,4899.41,50873.0,21265.23,220798.0,4860.83,49257.0,1251249.97,12663342.0,315463.08,3285870.0,1252192.81,12693384.0,0.0,0.0,9.55,470.0,0.0,0.0,59884.81,876841.0,165625.33,2388074.0,58757.91,851718.0,21077.07,312923.0,18640.95,262636.0,20875.41,309666.0,21.41,4.29,1.49,4145.580078,4185.680176,4142.540039,4176.799805,4155320000.0,12.57,13.08,12.32,12.61,2023-05-25,-0.0034253848792947,0.0020203780448622,2.0
2023-05-24,18294.8,18392.6,18262.95,18285.4,18262.464285714286,18218.4229931988,60.24528574377605,153.31819355036524,56.9959102738878,64.93803866818747,0.5345781314909115,-0.1740931849487206,-0.0513807202046363,5449.19,56100.0,22380.97,233958.0,4628.75,47658.0,1195966.33,12854104.0,306432.41,3110500.0,1215512.17,13086439.0,7.71,380.0,9.52,470.0,7.7,380.0,60537.27,868729.0,165191.01,2373010.0,59301.61,850589.0,17972.36,259914.0,18477.13,258873.0,18159.17,263021.0,21.24,4.28,1.49,4115.240234,4132.959961,4103.97998,4132.959961,0.0,12.61,13.44,12.41,13.11,2023-05-25,0.0002842337713448,0.0057502678356691,1.0
2023-05-25,18268.9,18338.1,18202.4,18321.15,18280.475,18232.11992743896,61.58957155535874,152.05975115391038,65.43287327478042,64.98028894345443,0.378785805385092,-0.364006590435111,0.2860051781990158,7263.59,75165.0,22690.77,238840.0,7721.81,79529.0,1251048.4,12250354.0,330133.8,3354990.0,1249095.38,12253730.0,0.0,0.0,9.54,470.0,0.0,0.0,45348.01,654712.0,165351.66,2376451.0,45549.64,654165.0,13608.39,197412.0,15957.17,224642.0,14164.74,205729.0,21.28,4.29,1.43,4151.279785,4165.740234,4129.72998,4155.709961,4147760000.0,13.11,13.13,8.18,12.52,2023-05-25,-0.0037714367039066,0.0017023466109069,0.0
2023-05-26,18368.35,18508.55,18333.15,18499.35,18297.257142857143,18267.75060378044,67.49060645869956,154.58405464291664,97.94711592100842,73.45863315655889,0.7632694281195683,-0.1916339790999033,0.7131832744911765,6054.7,63167.0,11854.67,124439.0,7042.49,73650.0,2681873.21,26099860.0,168943.57,1771820.0,2667728.61,25955768.0,0.0,0.0,7.71,380.0,0.0,0.0,24483.1,351328.0,160537.39,2292898.0,25065.37,360099.0,5279.67,74527.0,2925.6,42313.0,5159.14,72566.0,21.54,4.33,1.34,4205.450195,4212.870117,4156.160156,4156.160156,3715460000.0,12.52,12.86,11.7,11.9,2023-06-01,0.0017230725677592,0.0017230725677592,6.0
2023-05-29,18619.15,18641.2,18581.25,18598.65,18321.02142857143,18311.87052327638,70.23479613118867,153.67447931127987,92.67389807162546,85.35129575580477,0.1184264587803378,-0.2035538679263095,-0.1101016963717462,5038.09,52757.0,13144.35,137071.0,3853.26,39635.0,832116.24,8452094.0,258838.43,2702877.0,823587.43,8338083.0,0.0,0.0,7.71,380.0,0.0,0.0,11948.89,172898.0,164433.55,2328766.0,10697.26,151190.0,12348.09,172123.0,8029.41,113328.0,12209.95,170242.0,21.65,4.35,1.34,,,,,,11.9,12.49,8.81,12.3,2023-06-01,-0.0117701398828625,-0.0010285109685459,3.0
2023-05-30,18606.65,18662.45,18575.5,18633.85,18343.789285714287,18354.801120172862,71.16401526316146,148.9084450747599,95.24956398970149,95.29019266077846,0.2998927802694158,-0.1674132635375065,0.1461842943248628,3262.05,33849.0,13972.52,145178.0,3423.57,36122.0,991320.48,10119885.0,281306.04,2903379.0,1002541.18,10245447.0,0.0,0.0,7.7,380.0,0.0,0.0,12773.52,179619.0,166587.67,2341506.0,10649.11,150345.0,11694.45,157791.0,9618.95,135059.0,11914.48,160636.0,21.7,4.36,1.44,4205.52002,4231.100098,4192.180176,4226.709961,4228510000.0,12.3,12.38,11.77,12.01,2023-06-01,-0.0003573991019341,-0.0003573991019341,2.0
2023-05-31,18594.2,18603.9,18483.85,18534.4,18360.74642857143,18378.747637483146,64.99084477848902,148.98641328370562,78.73100240843793,88.88482148992163,0.0521668047025455,-0.593464628755215,-0.3216056619806137,2156.54,22031.0,14494.97,150441.0,1915.74,19487.0,1312537.9,14125914.0,273246.65,2731122.0,1329774.99,14336406.0,0.0,0.0,7.7,380.0,0.0,0.0,9402.7,129515.0,167819.12,2355914.0,10055.94,141673.0,9588.98,131072.0,10800.75,152597.0,9724.56,133790.0,21.59,4.33,1.36,4179.830078,4195.439941,4166.149902,4190.740234,5980670000.0,12.01,12.47,11.58,11.97,2023-06-01,-0.0050660958793602,0.0003119252239944,1.0
2023-06-01,18579.4,18580.3,18464.55,18487.75,18373.1,18393.281285818728,62.26245982744702,146.61238376344093,70.98247653849333,81.65434764554426,0.0048440746202666,-0.6181577445988685,-0.4932882654983554,2801.24,28428.0,12999.9,135897.0,4828.11,50180.0,1542612.67,14923334.0,317646.22,3214499.0,1526817.51,14765752.0,0.0,0.0,7.71,380.0,0.0,0.0,24904.16,347356.0,171576.17,2398720.0,27018.15,363638.0,14622.57,200804.0,12243.57,173823.0,14762.93,203342.0,21.53,4.32,1.36,4221.02002,4232.430176,4171.640137,4183.029785,4391860000.0,11.97,11.97,11.22,11.6,2023-06-01,-0.0042735502761123,0.0011087548575303,0.0
2023-06-02,18550.85,18573.7,18478.4,18534.1,18382.760714285712,18412.05711437623,63.88474401289598,142.94721349462367,78.68117266007768,76.13155053566965,0.1231749488568027,-0.3905481419988685,-0.0902923585711706,2299.27,23667.0,13094.67,136876.0,4482.03,46360.0,2443462.17,23469931.0,179228.21,1885219.0,2442251.96,23458019.0,0.0,0.0,7.72,380.0,0.0,0.0,10904.63,148186.0,172623.75,2414881.0,11351.05,154761.0,10813.65,145913.0,13453.31,190610.0,11282.2,152278.0,21.58,4.33,1.45,4282.370117,4290.669922,4241.009766,4241.009766,4454200000.0,11.6,11.74,10.86,11.13,2023-06-08,-0.0027411142885634,0.0026494742828495,6.0
2023-06-05,18612.0,18640.15,18582.8,18593.85,18404.714285714286,18436.296165792734,65.91870354423814,140.3116982450079,88.60559754173204,79.42308224676769,0.1512465076294941,-0.1568880292284586,-0.0975177304964617,2828.36,29171.0,13827.72,144187.0,2352.48,24192.0,935626.21,9443525.0,262576.83,2737985.0,921379.94,9300369.0,0.0,0.0,7.72,380.0,0.0,0.0,12478.07,172908.0,171223.93,2380089.0,9931.85,138584.0,11921.16,160010.0,14434.05,203395.0,12087.31,161653.0,21.65,4.35,1.44,4273.790039,4299.279785,4266.819824,4282.990234,3813290000.0,11.13,11.34,10.32,11.14,2023-06-08,-0.0060176230388996,-0.0006447453255964,3.0
2023-06-06,18600.8,18622.75,18531.6,18599.0,18434.51785714286,18457.990010353704,66.09594173118498,136.80014837036458,89.46100822190834,85.58259280790601,0.1180056771751791,-0.3720270095909893,-0.0096770031396459,2318.98,23390.0,14274.2,148715.0,1572.85,15942.0,768330.53,7800278.0,304459.27,3162003.0,769737.06,7805826.0,0.0,0.0,7.71,380.0,0.0,0.0,10727.48,148331.0,170376.75,2361746.0,9339.44,131434.0,12540.07,162742.0,15558.3,217640.0,12889.41,167417.0,21.66,4.35,1.44,4283.850098,4288.330078,4263.089844,4271.339844,3996560000.0,11.14,11.62,10.47,11.38,2023-06-08,-4.300890284281156e-05,-4.300890284281156e-05,2.0
2023-06-07,18665.6,18738.95,18636.0,18726.4,18477.12142857143,18493.77800897321,70.2215681371232,137.02513777248146,98.15046790951304,92.07235789105114,0.3929688839362367,-0.1585804903137244,0.3257328990228169,2755.93,27810.0,12669.58,132350.0,3675.79,38267.0,1035493.97,11177738.0,257863.38,2605289.0,1059968.16,11465223.0,0.0,0.0,7.72,380.0,0.0,0.0,9838.16,133049.0,170714.49,2364771.0,9281.36,133920.0,14986.4,194449.0,16502.45,229079.0,15206.3,197318.0,21.81,4.38,1.43,4267.52002,4299.189941,4263.959961,4285.470215,4537800000.0,11.38,11.54,9.64,11.44,2023-06-08,-0.003514486542088,0.0018429624549975,1.0
2023-06-08,18725.35,18777.9,18615.6,18634.55,18507.917857142857,18512.54760777678,64.15984706722257,138.83048507444727,76.07044487104558,87.89397366748899,0.2806356089472448,-0.5861038645472582,-0.4849041539944475,2957.66,30398.0,14613.39,152437.0,2151.58,21819.0,918911.73,8930842.0,324970.74,3275596.0,920579.76,8945095.0,0.0,0.0,7.72,380.0,0.0,0.0,9853.95,132908.0,172893.42,2373029.0,7960.77,106316.0,15485.9,198335.0,17395.77,239404.0,15597.57,199310.0,21.7,4.36,1.44,4293.930176,4298.009766,4261.069824,4268.689941,3826740000.0,11.44,11.57,10.13,11.26,2023-06-08,-0.0013537797691364,0.0013163972903043,0.0
2023-06-09,18655.9,18676.65,18555.4,18563.4,18525.70357142857,18519.32792673988,59.8499245809662,137.57473614055817,62.72806255430061,78.98299177828642,0.1112248672001886,-0.5387035736683837,-0.4958216971574675,3052.62,30452.0,16008.27,167893.0,3494.7,34994.0,2584599.98,24700219.0,205971.47,2129598.0,2585115.38,24708639.0,0.0,0.0,7.7,380.0,0.0,0.0,9899.63,133065.0,170793.66,2364235.0,10993.77,149363.0,17474.06,227606.0,18928.22,261792.0,17553.03,228916.0,21.62,4.34,1.45,4298.859863,4322.620117,4291.700195,4304.879883,3786510000.0,11.26,11.3,10.31,11.12,2023-06-15,0.0023638634426641,0.0023638634426641,6.0
2023-06-12,18595.05,18633.6,18559.75,18601.5,18543.81071428571,18530.284203174564,61.34726690929163,133.02296927337534,69.34839270199801,69.38230004244807,0.2073132365871523,-0.189835466965667,0.034686650479567,1885.77,18576.0,15322.84,161014.0,2503.51,25111.0,887543.12,8820659.0,267394.73,2782225.0,880850.5,8745906.0,0.0,0.0,7.7,380.0,0.0,0.0,9908.28,132592.0,171392.8,2381301.0,11057.36,152104.0,17709.81,226162.0,19618.12,271139.0,17923.6,229045.0,21.66,4.35,1.44,4338.930176,4340.129883,4304.370117,4308.319824,3945670000.0,11.12,11.8,10.58,11.25,2023-06-15,0.0002661998757733,0.0056439751439227,3.0
2023-06-13,18631.8,18728.9,18631.8,18716.15,18574.57857142857,18555.066309417954,65.51499002834845,132.6213286109915,89.27019982623806,73.78221836084556,0.5211520089309792,0.0,0.4527206174390138,3359.07,33937.0,14082.82,147549.0,2390.29,23456.0,741724.11,7512931.0,311138.33,3258440.0,742006.21,7502876.0,0.0,0.0,7.7,380.0,0.0,0.0,8635.58,119377.0,172596.9,2383367.0,8111.5,109947.0,14162.38,186850.0,20489.0,280562.0,14542.42,191249.0,21.79,4.37,1.43,4369.009766,4375.370117,4349.310059,4352.609863,4275400000.0,11.25,11.25,9.99,11.11,2023-06-15,0.0036604085488252,0.0036604085488252,2.0
2023-06-14,18744.6,18769.7,18690.0,18755.9,18605.632142857143,18581.84413482889,66.84960241126723,128.84123371020644,95.05340078695896,84.55733110506502,0.1339052313733138,-0.2912838897602432,0.0602840284668806,3657.01,35276.0,14328.18,149649.0,3041.54,28888.0,961632.14,10316834.0,271723.4,2756119.0,973191.25,10457856.0,0.0,0.0,7.71,380.0,0.0,0.0,9793.97,136637.0,174300.85,2389859.0,9008.15,122113.0,15042.85,200104.0,21427.74,292356.0,15127.34,201672.0,21.84,4.38,1.43,4372.589844,4391.819824,4337.850098,4366.290039,4252110000.0,11.11,11.37,10.63,11.16,2023-06-15,-0.0023793519200195,-0.0023793519200195,1.0
2023-06-15,18774.45,18794.1,18669.05,18688.1,18619.114285714288,18596.01158351837,62.41274642703345,128.5704313023345,67.834926414808,84.05284234266834,0.1046635187715103,-0.5614012660823697,-0.4599335799450966,2533.89,25995.0,15670.61,163858.0,1775.93,17768.0,869391.55,8405511.0,352081.22,3540556.0,869020.53,8414103.0,0.0,0.0,7.7,380.0,0.0,0.0,8748.81,120828.0,176024.42,2409484.0,9357.25,129009.0,15294.39,202187.0,22228.85,301787.0,15446.69,204152.0,21.76,4.37,1.39,4425.839844,4439.200195,4362.600098,4365.330078,4176690000.0,11.16,11.37,9.69,11.08,2023-06-15,-0.0039654956603256,0.0013608920634158,0.0
2023-06-16,18723.3,18864.7,18710.5,18826.0,18635.35357142857,18626.676705715923,67.1835099274723,132.00111478073933,90.328626764963,84.40565132224332,0.7552087505941872,-0.0683640170269091,0.5485144178643762,3665.97,37517.0,16623.32,174886.0,4411.52,44203.0,2775113.88,26791851.0,210896.17,2219648.0,2762091.31,26656803.0,0.0,0.0,7.69,380.0,0.0,0.0,11060.7,151628.0,177689.53,2437322.0,12501.29,170790.0,19627.64,257522.0,23156.39,314868.0,19627.8,257339.0,21.92,4.4,1.39,4409.589844,4448.470215,4407.439941,4440.950195,6848600000.0,11.08,11.08,10.56,10.84,2023-06-22,-0.0012444387474429,0.0040965000827846,6.0
2023-06-19,18873.3,18881.45,18719.15,18755.45,18644.039285714283,18643.84647828713,62.79242360028487,134.1653208678293,69.77692492204376,75.98015936727158,0.0431826972495613,-0.8167623044194593,-0.6244271007189974,4268.01,43725.0,17178.46,179055.0,3086.84,31170.0,896380.07,9077453.0,303084.9,3158844.0,898856.97,9060837.0,0.0,0.0,7.69,380.0,0.0,0.0,13952.87,189386.0,180872.92,2458221.0,11918.53,165763.0,22045.1,287218.0,23513.14,316035.0,21791.26,283843.0,21.84,4.38,1.42,,,,,,10.84,11.5,10.33,11.23,2023-06-22,-0.0038837935072297,-0.0038837935072297,3.0
2023-06-20,18752.35,18839.7,18660.65,18816.7,18664.20357142857,18666.89361451552,64.93518863567195,137.37136937727,84.4686975293836,81.5247497387968,0.4658082853615797,-0.4890053779926094,0.3431569909904742,1795.51,18170.0,16969.56,177960.0,3120.17,32341.0,1381731.34,13950976.0,305674.07,3188319.0,1377630.57,13948867.0,0.0,0.0,7.69,380.0,0.0,0.0,9840.25,129773.0,180680.73,2461001.0,11723.16,157657.0,23696.91,300733.0,24826.96,333442.0,24046.96,305940.0,21.91,4.4,1.4,4388.709961,4400.149902,4367.189941,4396.109863,4055790000.0,11.23,11.44,10.57,11.13,2023-06-22,-0.0027916501131857,0.0025410148594711,2.0
2023-06-21,18849.4,18875.9,18794.85,18856.85,18690.56785714285,18692.221132580114,66.30503638544029,133.34841442175093,93.89653889095592,82.71405378079443,0.1405880293271934,-0.2893991320678796,0.0395238044712144,2795.29,28141.0,16475.27,172854.0,2425.35,25355.0,1549117.84,16418083.0,254510.0,2562843.0,1575405.87,16711631.0,0.0,0.0,7.68,380.0,0.0,0.0,10410.23,141153.0,181867.21,2468366.0,10736.66,147146.0,20697.19,267606.0,25412.52,340681.0,20523.74,265373.0,21.96,4.41,1.4,4365.689941,4386.220215,4360.140137,4380.009766,3709330000.0,11.13,11.43,10.77,11.29,2023-06-22,-0.002620773075005,0.0026844355788513,1.0
2023-06-22,18853.6,18886.6,18759.5,18771.25,18707.507142857143,18702.758314902767,60.84727175545195,132.90209910591147,67.50704225352153,81.95742622462035,0.1750328849662664,-0.4991089234947095,-0.4367866083930843,2390.23,24587.0,15869.33,166596.0,2178.0,22575.0,1306190.8,12652777.0,297264.64,3023793.0,1312585.16,12716997.0,0.0,0.0,7.68,380.0,0.0,0.0,12648.71,166714.0,183678.53,2487939.0,13466.56,176325.0,19716.77,255671.0,25430.5,341240.0,19390.39,251478.0,21.85,4.39,1.44,4381.890137,4382.25,4351.819824,4355.399902,3511000000.0,11.29,11.71,10.69,11.55,2023-06-22,-0.0028429583739975,0.002461068443162,0.0
