Ticker_x,Date,Open,High,Low,Close,SMA_14,EMA_14,RSI_14,ATR_14,STOCH_K,STOCH_D,High_pct_change,Low_pct_change,Close_pct_change,INDEX_FUTURES_Buy_Amount in Crore,INDEX_FUTURES_Buy_No. of Contracts,INDEX_FUTURES_OI_Amount in Crore,INDEX_FUTURES_OI_No. of Contracts,INDEX_FUTURES_Sell_Amount in crore,INDEX_FUTURES_Sell_No. of Contracts,INDEX_OPTIONS_Buy_Amount in Crore,INDEX_OPTIONS_Buy_No. of Contracts,INDEX_OPTIONS_OI_Amount in Crore,INDEX_OPTIONS_OI_No. of Contracts,INDEX_OPTIONS_Sell_Amount in crore,INDEX_OPTIONS_Sell_No. of Contracts,INTEREST_RATE_FUTURES_Buy_Amount in Crore,INTEREST_RATE_FUTURES_Buy_No. of Contracts,INTEREST_RATE_FUTURES_OI_Amount in Crore,INTEREST_RATE_FUTURES_OI_No. of Contracts,INTEREST_RATE_FUTURES_Sell_Amount in crore,INTEREST_RATE_FUTURES_Sell_No. of Contracts,STOCK_FUTURES_Buy_Amount in Crore,STOCK_FUTURES_Buy_No. of Contracts,STOCK_FUTURES_OI_Amount in Crore,STOCK_FUTURES_OI_No. of Contracts,STOCK_FUTURES_Sell_Amount in crore,STOCK_FUTURES_Sell_No. of Contracts,STOCK_OPTIONS_Buy_Amount in Crore,STOCK_OPTIONS_Buy_No. of Contracts,STOCK_OPTIONS_OI_Amount in Crore,STOCK_OPTIONS_OI_No. of Contracts,STOCK_OPTIONS_Sell_Amount in crore,STOCK_OPTIONS_Sell_No. of Contracts,P/E,P/B,Div Yield%,SPX_Close,SPX_High,SPX_Low,SPX_Open,SPX_Volume,Ticker_y,VIX_Open,VIX_High,VIX_Low,VIX_Close,expiry,put_ratio,call_ratio,days_to_expiry
NIFTY,2025-02-17,22809.9,22974.2,22725.45,22959.5,23329.91071428572,23211.46219560524,39.05369020070537,277.45846879196523,21.634237648472485,19.895742494851177,0.720301272692994,-0.3702339773519424,0.6558555714843053,3829.0,23709.0,43858.31,275761.0,4687.73,29459.0,716108.84,4288151.0,360351.61,2205781.0,709855.14,4249756.0,0.0,0.0,0.13,635.0,0.0,0.0,19408.17,326870.0,346355.24,5803672.0,18922.44,316113.0,89239.66,1427382.0,89038.02,1558999.0,91934.82,1481519.0,20.44,3.42,1.42,,,,,,INDIA VIX,15.02,16.31,14.5,15.72,2025-02-20,-0.0135862059895046,0.0171022231574886,3.0
NIFTY,2025-02-18,22963.65,22992.5,22801.5,22945.3,23308.182142857146,23175.97390285788,38.72428357407119,271.2828638782534,20.32167121135081,18.970209405564336,0.1256333379057708,-0.706115970239929,-0.0799088994998712,4263.58,26279.0,43771.23,274566.0,3674.97,22638.0,760900.68,4633007.0,373399.54,2276831.0,764926.6,4654778.0,0.0,0.0,0.13,635.0,0.0,0.0,20754.28,358818.0,349731.07,5833665.0,18297.71,311127.0,84166.62,1367580.0,93652.85,1628530.0,84671.44,1377977.0,20.4,3.42,1.42,6129.580078,6129.629883,6099.509766,6121.600098,4684980000.0,INDIA VIX,15.72,16.32,14.78,15.67,2025-02-20,-0.0201906055875263,0.0102923533497505,2.0
NIFTY,2025-02-19,22847.25,23049.95,22814.85,22932.9,23267.075,23143.564049143493,38.41953590443624,268.69837360123546,19.175486435273005,20.3771317650321,0.8871964897307149,-0.1418113777369331,0.374881003184197,4168.9,25680.0,43582.96,274368.0,4472.27,27312.0,2150156.3,13770279.0,367210.44,2228773.0,2153441.43,13792251.0,0.0,0.0,0.13,635.0,0.0,0.0,17368.53,296701.0,348917.76,5835138.0,17465.29,297920.0,84967.71,1365537.0,96695.9,1686061.0,84081.4,1351022.0,20.38,3.41,1.42,6144.149902,6147.430176,6111.149902,6117.759766,4562330000.0,INDIA VIX,15.67,16.02,14.75,15.42,2025-02-20,-0.0020680825919968,0.0066857061571961,1.0
NIFTY,2025-02-20,22821.1,22923.85,22812.75,22913.15,23226.432142857146,23112.84217592436,37.907835120030896,258.08777548686163,17.349909876600357,18.9490225077414,0.4502412241303005,-0.0365889461945241,0.4033547900846274,3789.04,23868.0,43974.32,275093.0,3605.71,22069.0,883095.28,5220725.0,385286.64,2333931.0,881085.36,5212702.0,0.0,0.0,0.0,0.0,0.0,0.0,24008.19,399287.0,351588.12,5852320.0,23283.34,382393.0,93682.0,1478224.0,100545.16,1737544.0,92429.03,1454911.0,20.37,3.41,1.41,6117.52002,6134.5,6084.589844,6134.5,4813690000.0,INDIA VIX,15.42,15.9,14.64,14.68,2025-02-20,0.0034573267721538,0.0034573267721538,0.0
NIFTY,2025-02-21,22857.2,22921.0,22720.3,22795.9,23186.064285714285,23070.58321913445,34.93320585568256,253.9886486663716,6.954921803128076,14.493439371667144,0.2791243021892413,-0.5989360026599997,-0.268186829532923,3182.96,19309.0,44741.87,279774.0,4244.22,25980.0,1630136.44,9562622.0,318601.68,1961479.0,1636039.26,9599043.0,0.0,0.0,0.13,635.0,0.0,0.0,28792.58,481378.0,353628.81,5855630.0,27282.16,448476.0,82032.63,1330914.0,103633.81,1765413.0,81302.87,1307971.0,20.26,3.39,1.41,6013.129883,6114.819824,6008.560059,6114.100098,5434560000.0,INDIA VIX,14.68,15.24,12.08,14.53,2025-02-27,-0.0156274609313477,0.0062474843812889,6.0
NIFTY,2025-02-24,22609.35,22668.05,22518.8,22553.35,23101.35714285714,23001.618789916523,29.735087181461736,255.6394594759166,2.681412495149342,8.995414724959259,0.2596271011771711,-0.40049802404757,-0.2476851391128007,7124.75,45082.0,43521.21,275169.0,7106.41,45769.0,616636.87,3777167.0,378715.11,2336666.0,616752.14,3780663.0,0.0,0.0,0.13,635.0,0.0,0.0,109023.07,1844346.0,351406.82,5859577.0,110116.76,1866875.0,103267.1,1671990.0,107240.61,1848825.0,102023.01,1653366.0,20.05,3.36,1.42,5983.25,6043.649902,5977.830078,6026.689941,4990120000.0,INDIA VIX,14.53,15.58,14.37,14.44,2025-02-27,-0.00041354572334,0.0172782499275743,3.0
NIFTY,2025-02-25,22516.45,22625.3,22513.9,22547.55,23019.30357142857,22941.07628459432,29.621578951946944,245.3366409419224,2.671376969793028,4.102570422690149,0.483424340870779,-0.0113250534609109,0.1381212402487894,11989.95,77428.0,45505.56,289714.0,13381.07,85427.0,1081900.27,6702853.0,557662.53,3468069.0,1083114.92,6718191.0,3.09,151.0,0.13,635.0,3.09,151.0,136370.28,2284552.0,350351.37,5873952.0,134494.21,2258498.0,81498.15,1325358.0,107149.05,1861814.0,80924.4,1313926.0,20.04,3.36,1.42,5955.25,5992.649902,5908.490234,5982.72998,5374690000.0,INDIA VIX,14.44,15.08,13.61,13.72,2025-02-27,0.0037106204574877,0.0081518178931403,2.0
,2025-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5956.060059,6009.819824,5932.689941,5970.870117,4869580000.0,,,,,,,,,
NIFTY,2025-02-27,22568.95,22613.3,22508.4,22545.05,22943.71071428572,22888.272779981748,29.56918343091904,235.3054523032135,3.089958688137413,2.814249384359928,0.1965089204415736,-0.2682889545149387,-0.1058977045897193,10772.08,68365.0,47621.12,302853.0,10664.56,67053.0,1668573.99,10635320.0,585109.16,3613527.0,1708716.03,10905764.0,0.0,0.0,0.13,635.0,0.0,0.0,100438.43,1702170.0,348341.44,5866075.0,97507.83,1667793.0,57835.54,940602.0,104210.07,1818665.0,55405.33,896129.0,20.04,3.36,1.42,5861.569824,5993.689941,5858.779785,5981.879883,5057680000.0,INDIA VIX,13.72,14.01,12.91,13.31,2025-02-27,-0.0008396491640063,0.0013757839864061,0.0
NIFTY,2025-02-28,22433.4,22450.35,22104.85,22124.7,22841.19285714285,22786.463075984186,22.395997403712045,249.9407771386984,1.3561058923998075,2.3724805167767498,0.0755569820000405,-1.4645573118653563,-1.3760731766027472,14935.63,94550.0,40296.13,257117.0,13982.25,87945.0,2065009.15,13291905.0,249638.78,1526130.0,2090782.98,13456251.0,4.02,200.0,0.08,408.0,5.19,257.0,51674.2,863343.0,328523.06,5572654.0,46214.57,775190.0,36030.74,578511.0,26051.07,451596.0,38302.44,616955.0,19.67,3.29,1.45,5954.5,5959.399902,5837.660156,5856.740234,6441140000.0,INDIA VIX,13.31,14.12,13.23,13.91,2025-03-06,-0.0193194076689222,0.0029687876113295,6.0
NIFTY,2025-03-03,22194.55,22261.55,22004.7,22119.3,22751.02857142857,22697.50799918629,22.32108470384616,250.43429305736265,8.272277763741918,4.239447448093046,0.3018759109781455,-0.8553901746149327,-0.339047198523962,4346.9,27575.0,41912.91,270878.0,6820.44,42632.0,797309.99,4868711.0,388427.14,2422168.0,787130.47,4817194.0,0.0,0.0,0.09,445.0,0.76,37.0,26782.51,485091.0,327775.95,5691010.0,23390.09,426947.0,51212.81,841847.0,36677.55,655793.0,54019.88,902128.0,19.66,3.29,1.45,5849.720215,5986.089844,5810.910156,5968.330078,5613850000.0,INDIA VIX,13.91,14.36,13.57,13.76,2025-03-06,-0.0087656654448952,0.0137623876131753,3.0
NIFTY,2025-03-04,21974.45,22105.05,21964.6,22082.65,22680.375,22615.526932628123,21.788393945363296,243.59612926755105,9.288693052167972,6.3056922361032335,0.5943265929295092,-0.0448247851482161,0.4923900256889284,4051.74,25856.0,42600.64,275597.0,3905.7,25057.0,1030459.79,6440064.0,433502.75,2720713.0,1062323.19,6655668.0,0.0,0.0,0.09,445.0,0.0,0.0,21840.92,391523.0,332841.55,5765052.0,19347.65,344145.0,53837.33,906544.0,43288.7,776029.0,55412.84,941372.0,19.63,3.29,1.45,5778.149902,5865.080078,5732.589844,5811.97998,6138110000.0,INDIA VIX,13.76,14.2,13.37,13.83,2025-03-06,0.001162713970088,0.0148149327969528,2.0
NIFTY,2025-03-05,22073.05,22394.9,22067.8,22337.3,22629.807142857146,22578.430008277708,33.63869004498214,249.5606914627261,29.325674718703304,15.628881844871064,1.4581129476896133,-0.0237846604796346,1.1971612441416115,3047.28,19721.0,43467.64,281329.0,3083.5,19347.0,1721650.85,11261510.0,398284.17,2466672.0,1715614.05,11243094.0,0.0,0.0,0.09,445.0,0.0,0.0,17658.3,314005.0,332100.73,5756595.0,14895.05,269550.0,43707.57,743262.0,48359.04,866582.0,44552.1,759439.0,19.86,3.33,1.44,5842.629883,5860.589844,5742.350098,5781.359863,5285970000.0,INDIA VIX,13.83,14.13,13.1,13.67,2025-03-06,-0.003309465615309,0.0193425919843428,1.0
NIFTY,2025-03-06,22476.35,22556.45,22245.85,22544.7,22595.042857142857,22573.93267384068,41.423233500773634,253.9206420725316,49.61936532375341,29.411244364874893,0.3563745892905307,-1.0255223824152944,0.3040974179526577,3634.31,23084.0,44140.56,282174.0,3223.74,20239.0,1127976.16,6802123.0,468215.13,2870813.0,1125452.43,6793615.0,0.0,0.0,0.09,445.0,0.0,0.0,21092.76,372981.0,336276.02,5728920.0,20250.01,345628.0,56888.59,937535.0,51982.91,915384.0,57544.85,946161.0,20.04,3.36,1.42,5738.52002,5812.080078,5711.640137,5785.870117,5165080000.0,INDIA VIX,13.67,14.18,13.28,13.73,2025-03-06,0.0010522171082048,0.0032767775906676,0.0
NIFTY,2025-03-07,22508.65,22633.8,22464.75,22552.5,22568.132142857143,22571.07498399526,41.70021812465435,247.85845335306496,54.166858617036006,44.37063288649758,0.5560084678556813,-0.19503613055426,0.1948139937312923,5934.83,36900.0,43619.47,276645.0,4190.98,26677.0,2992683.87,17895477.0,353898.67,2199298.0,3005928.41,17984377.0,0.0,0.0,0.09,445.0,0.0,0.0,21451.57,367493.0,335379.05,5672864.0,19775.07,343541.0,54673.6,898652.0,56128.23,980467.0,54989.07,903477.0,20.05,3.36,1.42,5770.200195,5783.009766,5666.290039,5726.009766,5705140000.0,INDIA VIX,13.73,13.86,13.33,13.47,2025-03-13,-0.0003842967037117,0.0129439126735722,6.0
NIFTY,2025-03-10,22521.85,22676.75,22429.05,22460.3,22532.475,22556.304986129224,39.33263975976105,247.84713525641752,45.671903072741486,49.81937567117696,0.6877765370074016,-0.4120443036429035,-0.2732901604441876,2773.06,17343.0,44002.36,279346.0,3050.7,19146.0,832154.64,5068274.0,449923.15,2788934.0,827989.86,5059795.0,0.0,0.0,0.09,445.0,0.0,0.0,13862.86,243454.0,332978.59,5649194.0,15505.36,270154.0,49543.17,816706.0,59136.39,1037406.0,49795.99,819297.0,19.96,3.34,1.43,5614.560059,5705.370117,5564.02002,5705.370117,6409370000.0,INDIA VIX,13.47,14.21,13.47,13.99,2025-03-13,-0.0009701689692453,0.0212304939425491,3.0
NIFTY,2025-03-11,22345.95,22522.1,22314.7,22497.9,22500.51785714286,22548.51765464533,40.808572136618345,244.9580541666733,49.13622333809387,49.65832834262378,0.7882860205092995,-0.1398463703713648,0.6799889912937276,2614.98,16217.0,43994.16,281793.0,3116.7,19538.0,1112297.63,6817338.0,525716.58,3287468.0,1133597.49,6973627.0,0.0,0.0,0.09,445.0,0.0,0.0,14346.48,254938.0,327817.38,5627953.0,15650.47,275693.0,51669.06,848921.0,62187.61,1110544.0,51894.37,859505.0,20.0,3.35,1.43,5572.069824,5636.299805,5528.410156,5603.649902,6221240000.0,INDIA VIX,13.99,14.5,13.68,14.07,2025-03-13,-0.0065313848818242,0.0113689505257104,2.0
NIFTY,2025-03-12,22536.35,22577.4,22329.55,22470.5,22467.489285714284,22538.11530069261,40.04403843874088,245.1646217261968,52.7391191034664,49.18241517143392,0.1821501707241985,-0.9176286310782326,-0.2921946100411049,2956.79,18701.0,44162.56,282631.0,2876.62,18193.0,2164015.75,13939042.0,506063.25,3107675.0,2188250.25,14109263.0,0.0,0.0,0.09,445.0,0.0,0.0,19290.38,349002.0,329649.23,5668786.0,18668.8,352007.0,49372.61,847285.0,66351.89,1198409.0,49811.83,861540.0,19.97,3.34,1.43,5599.299805,5642.189941,5546.089844,5624.839844,5219830000.0,INDIA VIX,14.07,14.37,13.64,13.69,2025-03-13,-0.0104875013034496,-0.001612949745633,1.0
NIFTY,2025-03-13,22541.5,22558.05,22377.35,22397.2,22430.635714285712,22519.326593933605,37.99338927394206,240.56000588861136,45.23212045169401,49.03582096441809,0.0734201361932403,-0.7282124082248362,-0.6401526074129905,2285.29,14804.0,44658.1,285773.0,3107.92,19314.0,1479428.72,8875632.0,551808.44,3389616.0,1484626.17,8908137.0,0.0,0.0,0.09,445.0,0.0,0.0,19745.05,342449.0,329482.93,5683842.0,19159.18,331825.0,62725.67,1007846.0,70423.48,1264941.0,65039.99,1044520.0,19.91,3.33,1.44,5521.52002,5597.779785,5504.649902,5594.450195,5018980000.0,INDIA VIX,13.69,13.93,13.22,13.28,2025-03-13,-0.0062773107379722,-0.0062773107379722,0.0
,2025-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5638.939941,5645.27002,5563.850098,5563.850098,4863180000.0,,,,,,,,,
NIFTY,2025-03-17,22353.15,22577.0,22353.15,22508.75,22410.125,22517.916381409126,42.7944983994523,239.36643403942475,76.40946429825182,58.12690128447074,1.0014248551098996,0.0,0.6960987601299975,2605.02,16720.0,45970.26,295122.0,2749.06,17273.0,2287952.13,13668071.0,392053.84,2464461.0,2363618.54,14123519.0,0.0,0.0,0.09,445.0,0.0,0.0,14477.4,249824.0,327504.33,5690410.0,16483.93,286458.0,46932.09,759761.0,73000.46,1317722.0,48279.56,784264.0,20.01,3.35,1.43,5675.120117,5703.52002,5631.120117,5635.600098,5031770000.0,INDIA VIX,13.28,14.1,13.28,13.42,2025-03-20,0.0065695438897872,0.0065695438897872,3.0
NIFTY,2025-03-18,22662.25,22857.8,22599.2,22834.3,22430.19285714285,22560.10086388791,53.99093447139913,247.20097446518005,97.3690103000448,73.00353168333021,0.8628887246411954,-0.2782159759070669,0.759192048450614,3214.7,20366.0,45170.39,288088.0,1315.43,8216.0,936794.8,5812391.0,496304.61,3090619.0,904280.43,5611337.0,0.0,0.0,0.09,445.0,0.0,0.0,16100.02,279446.0,330821.55,5701496.0,12763.71,222428.0,55459.38,892726.0,76539.96,1367048.0,57212.51,923514.0,20.3,3.4,1.41,5614.660156,5654.529785,5597.759766,5654.529785,4666270000.0,INDIA VIX,13.41,13.65,11.34,13.21,2025-03-20,-0.0071594832816688,0.0149036393120718,2.0
NIFTY,2025-03-19,22874.95,22940.7,22807.95,22907.6,22455.91071428572,22606.43408203619,56.07551942877007,239.02590486052435,96.60895400061447,90.1291428663037,0.287432322256442,-0.2928968150750056,0.14273255242087,7580.59,48537.0,43337.62,271361.0,2819.24,17764.0,2064627.7,13211660.0,493249.38,2988733.0,2119476.06,13554656.0,0.0,0.0,0.09,445.0,0.0,0.0,19798.8,332154.0,336751.73,5696578.0,16496.78,271808.0,62589.8,1011667.0,78204.05,1364894.0,61771.28,991893.0,20.36,3.41,1.41,5675.290039,5715.330078,5622.200195,5632.370117,4660090000.0,INDIA VIX,13.21,13.57,12.59,13.3,2025-03-20,-0.0163912926585632,0.0054666786156909,1.0
NIFTY,2025-03-20,23036.6,23216.7,22973.95,23190.65,22502.025,22684.329537764697,63.0395046116718,244.03119737048704,97.91949524798343,97.2991531828809,0.7817993974805405,-0.271958535547771,0.6687184740803891,5106.43,32178.0,44546.73,276966.0,3114.35,19457.0,977510.6,5854019.0,533864.15,3225173.0,956018.0,5731955.0,0.0,0.0,0.09,445.0,0.0,0.0,18798.3,316384.0,339405.86,5688574.0,18318.82,310330.0,83430.93,1341401.0,81510.58,1400430.0,82342.1,1321047.0,20.61,3.45,1.39,5662.890137,5711.149902,5632.330078,5646.919922,4678420000.0,INDIA VIX,13.3,13.3,12.51,12.6,2025-03-20,0.0070930606079022,0.0070930606079022,0.0
NIFTY,2025-03-21,23168.25,23402.7,23132.8,23350.4,22589.575,22773.138932729405,66.28810819748843,245.8789689868809,96.36325707530776,96.96390210796856,1.0119452267650804,-0.1530111251389325,0.7862052593527843,6625.61,39992.0,44452.87,273331.0,3692.02,22671.0,2150698.24,12634832.0,440374.11,2672030.0,2207390.61,12943455.0,0.0,0.0,0.09,445.0,0.0,0.0,25941.65,423713.0,342738.74,5705059.0,22688.63,377632.0,97445.64,1552947.0,86612.92,1473866.0,99502.34,1585335.0,20.76,3.48,1.38,5667.560059,5670.839844,5603.100098,5630.72998,9367460000.0,INDIA VIX,12.6,12.84,10.7,12.58,2025-03-27,-0.0072620935979195,0.0143191652369083,6.0
NIFTY,2025-03-24,23515.4,23708.75,23433.5,23658.35,22699.507142857143,22891.16707503216,71.49019108028217,253.9126140592465,97.11034028036572,97.13103086788566,0.8222271362596364,-0.3482824021704987,0.6078995041547117,5605.73,33823.0,43505.62,265628.0,3186.7,19468.0,1233178.94,7406392.0,568630.15,3421114.0,1244259.9,7462324.0,0.0,0.0,0.09,445.0,0.0,0.0,42578.84,693908.0,349607.37,5770840.0,41391.03,664125.0,118780.76,1860979.0,91858.06,1543422.0,119485.86,1872905.0,21.03,3.52,1.36,5767.569824,5775.140137,5718.080078,5718.080078,4517990000.0,INDIA VIX,12.58,13.95,12.58,13.7,2025-03-27,-0.0219175519021578,0.0206077719281831,3.0
NIFTY,2025-03-25,23751.5,23869.6,23601.4,23668.65,22812.792857142857,22994.831465027863,71.64777900199422,254.93314162644293,88.84726384726402,94.10695373431253,0.4972317537839654,-0.6319600867313582,-0.348820074521603,6000.96,37232.0,44631.96,267228.0,5657.34,35996.0,1719568.15,10285496.0,683459.19,4060970.0,1733518.14,10362793.0,8.87,431.0,0.16,817.0,8.87,431.0,129092.78,2110414.0,354372.18,5766801.0,128150.81,2096919.0,105564.63,1651694.0,95808.08,1584835.0,103733.55,1620105.0,21.04,3.52,1.36,5776.649902,5786.950195,5760.419922,5775.959961,4467340000.0,INDIA VIX,13.7,14.48,13.49,13.64,2025-03-27,-0.0105888049175841,0.0104624971054458,2.0
NIFTY,2025-03-26,23700.95,23736.5,23451.7,23486.85,22894.903571428567,23060.433936357484,64.83563630926757,257.06648865312553,76.42802155504233,87.46187522755736,0.1499939875827731,-1.0516456091422497,-0.9033393176222988,8986.64,55138.0,44386.34,265552.0,8071.6,50276.0,4078684.78,25083111.0,684121.49,4020365.0,4094192.66,25208252.0,0.0,0.0,0.16,817.0,0.0,0.0,126721.93,2040116.0,355953.81,5809808.0,124878.71,2015815.0,103666.46,1592326.0,100174.24,1663716.0,104578.08,1604493.0,20.88,3.5,1.37,5712.200195,5783.620117,5694.410156,5771.660156,4183140000.0,INDIA VIX,13.64,13.92,13.31,13.47,2025-03-27,-0.0084785630955721,0.0126176376896285,1.0
NIFTY,2025-03-27,23433.95,23646.45,23412.2,23591.95,22969.70714285714,23131.30274484316,66.800814576423,255.43673946361656,82.14354620875952,82.4729438703553,0.9068040172484793,-0.0928140582360208,0.674235457530634,16097.21,94622.0,42218.78,255015.0,14772.24,87777.0,2060064.78,12208213.0,708412.98,4210176.0,2040121.76,12070719.0,0.0,0.0,0.16,817.0,0.0,0.0,92758.48,1523601.0,354740.03,5819248.0,92165.29,1513327.0,72236.46,1161803.0,97889.34,1645139.0,74406.53,1200268.0,20.97,3.51,1.36,5693.310059,5732.279785,5670.939941,5695.640137,4403460000.0,INDIA VIX,13.47,13.85,12.98,13.3,2025-03-27,0.0070858732736052,0.0070858732736052,0.0
NIFTY,2025-03-28,23600.4,23649.2,23450.2,23519.35,23038.76785714286,23183.042378864066,64.13451117624479,251.40554378764395,77.47443565502601,78.68200113960928,0.2067761563363301,-0.6364298910187993,-0.343426382603697,8950.82,53225.0,24913.22,150723.0,8111.97,48337.0,4700382.5,28605524.0,263228.53,1537982.0,4711755.86,28658607.0,0.0,0.0,0.09,431.0,0.0,0.0,54729.15,926486.0,343900.22,5601885.0,52241.43,902185.0,35058.93,571339.0,19906.9,337591.0,35665.02,580700.0,21.37,3.48,1.32,5580.939941,5685.890137,5572.419922,5679.200195,4513330000.0,INDIA VIX,13.3,13.61,12.57,12.72,2025-04-03,-0.0042541651836409,0.0169319164081964,6.0
,2025-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5611.850098,5627.560059,5488.72998,5527.910156,5257250000.0,,,,,,,,,
NIFTY,2025-04-01,23341.1,23565.15,23136.4,23165.7,23089.153571428567,23180.73006168219,53.0305979907486,264.07300494566937,54.73020773040074,71.44939653139542,0.9598947778810892,-0.8769938006349192,-0.7514641555025163,3210.44,19101.0,27015.65,163633.0,6331.18,37583.0,1239955.97,7240843.0,434594.72,2554844.0,1268471.86,7426327.0,0.0,0.0,0.09,431.0,0.0,0.0,18488.42,309712.0,343331.43,5633158.0,20825.89,352241.0,53227.71,852379.0,32396.78,551657.0,56246.32,912527.0,21.05,3.43,1.34,5633.069824,5650.569824,5558.52002,5597.529785,4434500000.0,INDIA VIX,12.72,14.05,12.72,13.78,2025-04-03,0.0068077339971124,0.0068077339971124,2.0
NIFTY,2025-04-02,23192.6,23350.0,23158.45,23332.35,23148.757142857143,23200.946053457898,56.82411355682717,258.8927903066929,65.11476900100645,65.77313746214442,0.6786647465139806,-0.1472452420168408,0.6025628864379156,3130.18,18664.0,28150.88,171904.0,6056.78,36235.0,3194482.76,19914315.0,467629.84,2738054.0,3178722.59,19830292.0,0.0,0.0,0.0,0.0,0.0,0.0,20501.77,344108.0,339483.52,5630944.0,19373.13,323538.0,54428.67,855894.0,41385.14,710244.0,57593.58,921061.0,21.2,3.45,1.33,5670.970215,5695.310059,5571.47998,5580.759766,4243830000.0,INDIA VIX,13.78,14.14,13.51,13.72,2025-04-03,0.0003190672887041,0.004630787406328,1.0
NIFTY,2025-04-03,23150.3,23306.5,23145.8,23250.1,23204.44285714285,23207.49991299685,54.485166487687295,253.7254481419291,59.14801015529683,59.66432896223469,0.6747212779100087,-0.0194381930255763,0.4310959253227789,2583.82,16110.0,29113.23,176863.0,1920.99,11861.0,1493836.55,8678643.0,542696.85,3158956.0,1521014.12,8820209.0,0.0,0.0,0.09,431.0,0.0,0.0,19029.12,326565.0,342388.87,5619445.0,15228.86,259048.0,51497.54,830783.0,47108.69,801507.0,52708.64,855568.0,21.13,3.44,1.33,5396.52002,5499.529785,5390.830078,5492.740234,7210470000.0,INDIA VIX,13.72,14.11,13.41,13.6,2025-04-03,0.0043066396547777,0.0064664388798416,0.0
NIFTY,2025-04-04,23190.4,23214.7,22857.45,22904.45,23240.675,23167.0932579306,45.92931843812865,263.64863041750544,36.354644070032,53.53914107544511,0.1047847385124847,-1.435723402787363,-1.2330533324134154,2370.94,14878.0,30235.0,184248.0,4281.36,25739.0,2503359.36,14496978.0,332781.55,1975950.0,2520056.19,14589344.0,0.0,0.0,0.09,431.0,0.0,0.0,18946.75,317705.0,341968.72,5623928.0,21476.58,359406.0,63437.6,1013210.0,55638.86,945737.0,65601.98,1052744.0,20.82,3.39,1.35,5074.080078,5292.140137,5069.899902,5292.140137,8853500000.0,INDIA VIX,13.6,14.25,13.4,13.76,2025-04-09,-0.0082102939147233,-0.0082102939147233,5.0
NIFTY,2025-04-07,21758.4,22254.0,21743.65,22161.6,23215.87857142857,23033.02749020652,33.68632400474371,327.7308711019693,19.65944636515429,38.38736686349438,2.2777410103684024,-0.0677899110228693,1.853077432164116,4054.62,25205.0,33417.81,206366.0,6330.77,38607.0,1269110.99,7495292.0,500211.71,2997971.0,1253834.92,7430972.0,0.0,0.0,0.09,431.0,0.0,0.0,25719.84,431506.0,337364.71,5672868.0,29483.61,513502.0,83820.01,1340445.0,63569.15,1112216.0,87788.09,1419770.0,20.14,3.28,1.4,5062.25,5246.569824,4835.040039,4953.790039,8691980000.0,INDIA VIX,13.76,23.19,13.76,22.79,2025-04-09,0.0111037576292374,0.0111037576292374,2.0
NIFTY,2025-04-08,22446.75,22697.2,22270.85,22535.85,23194.560714285715,22966.737158178985,42.06514547168006,342.57866602325737,37.2633410945694,31.09247717658524,1.115751723523453,-0.7836323743971909,0.3969394233018078,9114.28,57828.0,34027.27,216543.0,12449.73,78855.0,1644301.68,10073346.0,571569.48,3563813.0,1613302.17,9856038.0,0.0,0.0,0.09,431.0,0.0,0.0,30340.05,551313.0,327572.55,5704119.0,28479.18,503884.0,99955.37,1648934.0,68316.88,1217771.0,93772.43,1561675.0,20.48,3.33,1.37,4982.77002,5267.470215,4910.419922,5193.569824,7408140000.0,INDIA VIX,22.79,22.79,19.38,20.44,2025-04-09,-0.0199026585140388,0.0023722810651876,1.0
NIFTY,2025-04-09,22460.3,22468.7,22353.25,22399.15,23158.242857142854,22891.058870421788,40.073428068147855,331.15161845016746,30.83327453608979,29.252020665271164,0.0373993223599037,-0.4766187450746396,-0.2722581621794803,4748.32,29922.0,33863.42,212204.0,5078.15,31427.0,4148533.97,26535927.0,588067.13,3547439.0,4088289.86,26184387.0,0.0,0.0,0.09,431.0,0.0,0.0,21737.82,379813.0,332443.83,5694120.0,22105.05,387828.0,70350.59,1166451.0,73208.46,1284596.0,71101.24,1184118.0,20.36,3.31,1.38,5456.899902,5481.339844,4948.430176,4965.279785,9489600000.0,INDIA VIX,20.44,21.75,19.7,21.43,2025-04-09,-0.0026847370694068,-0.0026847370694068,0.0
,2025-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5268.049805,5353.149902,5115.27002,5353.149902,6677140000.0,,,,,,,,,
